Date,RetailDayOfYear,RetailMonth,RetailYear,RetailWeek,RetailSemester,RetailMonthEnd,RetailWeekEnd,RetailSemesterEnd,IsWeekend,RetailYearStartPrev,MonthName,MonthAbbr
2028-07-22,167,6,2028,24,1,,2028-07-23,2028-08-06,True,2027-02-01,July,Jul
2028-07-23,168,6,2028,24,1,,2028-07-23,2028-08-06,False,2027-02-01,July,Jul
2028-07-24,169,6,2028,25,1,,2028-07-30,2028-08-06,False,2027-02-01,July,Jul
2028-07-25,170,6,2028,25,1,,2028-07-30,2028-08-06,False,2027-02-01,July,Jul
2028-07-26,171,6,2028,25,1,,2028-07-30,2028-08-06,False,2027-02-01,July,Jul
2028-07-27,172,6,2028,25,1,,2028-07-30,2028-08-06,False,2027-02-01,July,Jul
2028-07-28,173,6,2028,25,1,,2028-07-30,2028-08-06,False,2027-02-01,July,Jul
2028-07-29,174,6,2028,25,1,,2028-07-30,2028-08-06,True,2027-02-01,July,Jul
2028-07-30,175,6,2028,25,1,,2028-07-30,2028-08-06,False,2027-02-01,July,Jul
2028-07-31,176,6,2028,26,1,2028-08-06,2028-08-06,2028-08-06,False,2027-02-01,July,Jul
2028-08-01,177,6,2028,26,1,2028-08-06,2028-08-06,2028-08-06,False,2027-02-01,August,Aug
2028-08-02,178,6,2028,26,1,2028-08-06,2028-08-06,2028-08-06,False,2027-02-01,August,Aug
2028-08-03,179,6,2028,26,1,2028-08-06,2028-08-06,2028-08-06,False,2027-02-01,August,Aug
2028-08-04,180,6,2028,26,1,2028-08-06,2028-08-06,2028-08-06,False,2027-02-01,August,Aug
2028-08-05,181,6,2028,26,1,2028-08-06,2028-08-06,2028-08-06,True,2027-02-01,August,Aug
2028-08-06,182,6,2028,26,1,2028-08-06,2028-08-06,2028-08-06,False,2027-02-01,August,Aug
2028-08-07,183,7,2028,27,2,,2028-08-13,2029-02-04,False,2027-02-01,August,Aug
2028-08-08,184,7,2028,27,2,,2028-08-13,2029-02-04,False,2027-02-01,August,Aug
2028-08-09,185,7,2028,27,2,,2028-08-13,2029-02-04,False,2027-02-01,August,Aug
2028-08-10,186,7,2028,27,2,,2028-08-13,2029-02-04,False,2027-02-01,August,Aug
2028-08-11,187,7,2028,27,2,,2028-08-13,2029-02-04,False,2027-02-01,August,Aug
2028-08-12,188,7,2028,27,2,,2028-08-13,2029-02-04,True,2027-02-01,August,Aug
2028-08-13,189,7,2028,27,2,,2028-08-13,2029-02-04,False,2027-02-01,August,Aug
2028-08-14,190,7,2028,28,2,,2028-08-20,2029-02-04,False,2027-02-01,August,Aug
2028-08-15,191,7,2028,28,2,,2028-08-20,2029-02-04,False,2027-02-01,August,Aug
2028-08-16,192,7,2028,28,2,,2028-08-20,2029-02-04,False,2027-02-01,August,Aug
2028-08-17,193,7,2028,28,2,,2028-08-20,2029-02-04,False,2027-02-01,August,Aug
2028-08-18,194,7,2028,28,2,,2028-08-20,2029-02-04,False,2027-02-01,August,Aug
2028-08-19,195,7,2028,28,2,,2028-08-20,2029-02-04,True,2027-02-01,August,Aug
2028-08-20,196,7,2028,28,2,,2028-08-20,2029-02-04,False,2027-02-01,August,Aug
2028-08-21,197,7,2028,29,2,,2028-08-27,2029-02-04,False,2027-02-01,August,Aug
2028-08-22,198,7,2028,29,2,,2028-08-27,2029-02-04,False,2027-02-01,August,Aug
2028-08-23,199,7,2028,29,2,,2028-08-27,2029-02-04,False,2027-02-01,August,Aug
2028-08-24,200,7,2028,29,2,,2028-08-27,2029-02-04,False,2027-02-01,August,Aug
2028-08-25,201,7,2028,29,2,,2028-08-27,2029-02-04,False,2027-02-01,August,Aug
2028-08-26,202,7,2028,29,2,,2028-08-27,2029-02-04,True,2027-02-01,August,Aug
2028-08-27,203,7,2028,29,2,,2028-08-27,2029-02-04,False,2027-02-01,August,Aug
2028-08-28,204,7,2028,30,2,2028-09-03,2028-09-03,2029-02-04,False,2027-02-01,August,Aug
2028-08-29,205,7,2028,30,2,2028-09-03,2028-09-03,2029-02-04,False,2027-02-01,August,Aug
2028-08-30,206,7,2028,30,2,2028-09-03,2028-09-03,2029-02-04,False,2027-02-01,August,Aug
2028-08-31,207,7,2028,30,2,2028-09-03,2028-09-03,2029-02-04,False,2027-02-01,August,Aug
2028-09-01,208,7,2028,30,2,2028-09-03,2028-09-03,2029-02-04,False,2027-02-01,September,Sep
2028-09-02,209,7,2028,30,2,2028-09-03,2028-09-03,2029-02-04,True,2027-02-01,September,Sep
2028-09-03,210,7,2028,30,2,2028-09-03,2028-09-03,2029-02-04,False,2027-02-01,September,Sep
2028-09-04,211,8,2028,31,2,,2028-09-10,2029-02-04,False,2027-02-01,September,Sep
2028-09-05,212,8,2028,31,2,,2028-09-10,2029-02-04,False,2027-02-01,September,Sep
2028-09-06,213,8,2028,31,2,,2028-09-10,2029-02-04,False,2027-02-01,September,Sep
2028-09-07,214,8,2028,31,2,,2028-09-10,2029-02-04,False,2027-02-01,September,Sep
2028-09-08,215,8,2028,31,2,,2028-09-10,2029-02-04,False,2027-02-01,September,Sep
2028-09-09,216,8,2028,31,2,,2028-09-10,2029-02-04,True,2027-02-01,September,Sep
2028-09-10,217,8,2028,31,2,,2028-09-10,2029-02-04,False,2027-02-01,September,Sep
2028-09-11,218,8,2028,32,2,,2028-09-17,2029-02-04,False,2027-02-01,September,Sep
2028-09-12,219,8,2028,32,2,,2028-09-17,2029-02-04,False,2027-02-01,September,Sep
2028-09-13,220,8,2028,32,2,,2028-09-17,2029-02-04,False,2027-02-01,September,Sep
2028-09-14,221,8,2028,32,2,,2028-09-17,2029-02-04,False,2027-02-01,September,Sep
2028-09-15,222,8,2028,32,2,,2028-09-17,2029-02-04,False,2027-02-01,September,Sep
2028-09-16,223,8,2028,32,2,,2028-09-17,2029-02-04,True,2027-02-01,September,Sep
2028-09-17,224,8,2028,32,2,,2028-09-17,2029-02-04,False,2027-02-01,September,Sep
2028-09-18,225,8,2028,33,2,,2028-09-24,2029-02-04,False,2027-02-01,September,Sep
2028-09-19,226,8,2028,33,2,,2028-09-24,2029-02-04,False,2027-02-01,September,Sep
2028-09-20,227,8,2028,33,2,,2028-09-24,2029-02-04,False,2027-02-01,September,Sep
2028-09-21,228,8,2028,33,2,,2028-09-24,2029-02-04,False,2027-02-01,September,Sep
2028-09-22,229,8,2028,33,2,,2028-09-24,2029-02-04,False,2027-02-01,September,Sep
2028-09-23,230,8,2028,33,2,,2028-09-24,2029-02-04,True,2027-02-01,September,Sep
2028-09-24,231,8,2028,33,2,,2028-09-24,2029-02-04,False,2027-02-01,September,Sep
2028-09-25,232,8,2028,34,2,2028-10-01,2028-10-01,2029-02-04,False,2027-02-01,September,Sep
2028-09-26,233,8,2028,34,2,2028-10-01,2028-10-01,2029-02-04,False,2027-02-01,September,Sep
2028-09-27,234,8,2028,34,2,2028-10-01,2028-10-01,2029-02-04,False,2027-02-01,September,Sep
2028-09-28,235,8,2028,34,2,2028-10-01,2028-10-01,2029-02-04,False,2027-02-01,September,Sep
2028-09-29,236,8,2028,34,2,2028-10-01,2028-10-01,2029-02-04,False,2027-02-01,September,Sep
2028-09-30,237,8,2028,34,2,2028-10-01,2028-10-01,2029-02-04,True,2027-02-01,September,Sep
2028-10-01,238,8,2028,34,2,2028-10-01,2028-10-01,2029-02-04,False,2027-02-01,October,Oct
2028-10-02,239,9,2028,35,2,,2028-10-08,2029-02-04,False,2027-02-01,October,Oct
2028-10-03,240,9,2028,35,2,,2028-10-08,2029-02-04,False,2027-02-01,October,Oct
2028-10-04,241,9,2028,35,2,,2028-10-08,2029-02-04,False,2027-02-01,October,Oct
2028-10-05,242,9,2028,35,2,,2028-10-08,2029-02-04,False,2027-02-01,October,Oct
2028-10-06,243,9,2028,35,2,,2028-10-08,2029-02-04,False,2027-02-01,October,Oct
2028-10-07,244,9,2028,35,2,,2028-10-08,2029-02-04,True,2027-02-01,October,Oct
2028-10-08,245,9,2028,35,2,,2028-10-08,2029-02-04,False,2027-02-01,October,Oct
2028-10-09,246,9,2028,36,2,,2028-10-15,2029-02-04,False,2027-02-01,October,Oct
2028-10-10,247,9,2028,36,2,,2028-10-15,2029-02-04,False,2027-02-01,October,Oct
2028-10-11,248,9,2028,36,2,,2028-10-15,2029-02-04,False,2027-02-01,October,Oct
2028-10-12,249,9,2028,36,2,,2028-10-15,2029-02-04,False,2027-02-01,October,Oct
2028-10-13,250,9,2028,36,2,,2028-10-15,2029-02-04,False,2027-02-01,October,Oct
2028-10-14,251,9,2028,36,2,,2028-10-15,2029-02-04,True,2027-02-01,October,Oct
2028-10-15,252,9,2028,36,2,,2028-10-15,2029-02-04,False,2027-02-01,October,Oct
2028-10-16,253,9,2028,37,2,,2028-10-22,2029-02-04,False,2027-02-01,October,Oct
2028-10-17,254,9,2028,37,2,,2028-10-22,2029-02-04,False,2027-02-01,October,Oct
2028-10-18,255,9,2028,37,2,,2028-10-22,2029-02-04,False,2027-02-01,October,Oct
2028-10-19,256,9,2028,37,2,,2028-10-22,2029-02-04,False,2027-02-01,October,Oct
2028-10-20,257,9,2028,37,2,,2028-10-22,2029-02-04,False,2027-02-01,October,Oct
2028-10-21,258,9,2028,37,2,,2028-10-22,2029-02-04,True,2027-02-01,October,Oct
2028-10-22,259,9,2028,37,2,,2028-10-22,2029-02-04,False,2027-02-01,October,Oct
2028-10-23,260,9,2028,38,2,,2028-10-29,2029-02-04,False,2027-02-01,October,Oct
2028-10-24,261,9,2028,38,2,,2028-10-29,2029-02-04,False,2027-02-01,October,Oct
2028-10-25,262,9,2028,38,2,,2028-10-29,2029-02-04,False,2027-02-01,October,Oct
2028-10-26,263,9,2028,38,2,,2028-10-29,2029-02-04,False,2027-02-01,October,Oct
2028-10-27,264,9,2028,38,2,,2028-10-29,2029-02-04,False,2027-02-01,October,Oct
2028-10-28,265,9,2028,38,2,,2028-10-29,2029-02-04,True,2027-02-01,October,Oct
2028-10-29,266,9,2028,38,2,,2028-10-29,2029-02-04,False,2027-02-01,October,Oct
2028-10-30,267,9,2028,39,2,2028-11-05,2028-11-05,2029-02-04,False,2027-02-01,October,Oct
2028-10-31,268,9,2028,39,2,2028-11-05,2028-11-05,2029-02-04,False,2027-02-01,October,Oct
2028-11-01,269,9,2028,39,2,2028-11-05,2028-11-05,2029-02-04,False,2027-02-01,November,Nov
2028-11-02,270,9,2028,39,2,2028-11-05,2028-11-05,2029-02-04,False,2027-02-01,November,Nov
2028-11-03,271,9,2028,39,2,2028-11-05,2028-11-05,2029-02-04,False,2027-02-01,November,Nov
2028-11-04,272,9,2028,39,2,2028-11-05,2028-11-05,2029-02-04,True,2027-02-01,November,Nov
2028-11-05,273,9,2028,39,2,2028-11-05,2028-11-05,2029-02-04,False,2027-02-01,November,Nov
2028-11-06,274,10,2028,40,2,,2028-11-12,2029-02-04,False,2027-02-01,November,Nov
2028-11-07,275,10,2028,40,2,,2028-11-12,2029-02-04,False,2027-02-01,November,Nov
2028-11-08,276,10,2028,40,2,,2028-11-12,2029-02-04,False,2027-02-01,November,Nov
2028-11-09,277,10,2028,40,2,,2028-11-12,2029-02-04,False,2027-02-01,November,Nov
2028-11-10,278,10,2028,40,2,,2028-11-12,2029-02-04,False,2027-02-01,November,Nov
2028-11-11,279,10,2028,40,2,,2028-11-12,2029-02-04,True,2027-02-01,November,Nov
2028-11-12,280,10,2028,40,2,,2028-11-12,2029-02-04,False,2027-02-01,November,Nov
2028-11-13,281,10,2028,41,2,,2028-11-19,2029-02-04,False,2027-02-01,November,Nov
2028-11-14,282,10,2028,41,2,,2028-11-19,2029-02-04,False,2027-02-01,November,Nov
2028-11-15,283,10,2028,41,2,,2028-11-19,2029-02-04,False,2027-02-01,November,Nov
2028-11-16,284,10,2028,41,2,,2028-11-19,2029-02-04,False,2027-02-01,November,Nov
2028-11-17,285,10,2028,41,2,,2028-11-19,2029-02-04,False,2027-02-01,November,Nov
2028-11-18,286,10,2028,41,2,,2028-11-19,2029-02-04,True,2027-02-01,November,Nov
2028-11-19,287,10,2028,41,2,,2028-11-19,2029-02-04,False,2027-02-01,November,Nov
2028-11-20,288,10,2028,42,2,,2028-11-26,2029-02-04,False,2027-02-01,November,Nov
2028-11-21,289,10,2028,42,2,,2028-11-26,2029-02-04,False,2027-02-01,November,Nov
2028-11-22,290,10,2028,42,2,,2028-11-26,2029-02-04,False,2027-02-01,November,Nov
2028-11-23,291,10,2028,42,2,,2028-11-26,2029-02-04,False,2027-02-01,November,Nov
2028-11-24,292,10,2028,42,2,,2028-11-26,2029-02-04,False,2027-02-01,November,Nov
2028-11-25,293,10,2028,42,2,,2028-11-26,2029-02-04,True,2027-02-01,November,Nov
2028-11-26,294,10,2028,42,2,,2028-11-26,2029-02-04,False,2027-02-01,November,Nov
2028-11-27,295,10,2028,43,2,2028-12-03,2028-12-03,2029-02-04,False,2027-02-01,November,Nov
2028-11-28,296,10,2028,43,2,2028-12-03,2028-12-03,2029-02-04,False,2027-02-01,November,Nov
2028-11-29,297,10,2028,43,2,2028-12-03,2028-12-03,2029-02-04,False,2027-02-01,November,Nov
2028-11-30,298,10,2028,43,2,2028-12-03,2028-12-03,2029-02-04,False,2027-02-01,November,Nov
2028-12-01,299,10,2028,43,2,2028-12-03,2028-12-03,2029-02-04,False,2027-02-01,December,Dec
2028-12-02,300,10,2028,43,2,2028-12-03,2028-12-03,2029-02-04,True,2027-02-01,December,Dec
2028-12-03,301,10,2028,43,2,2028-12-03,2028-12-03,2029-02-04,False,2027-02-01,December,Dec
2028-12-04,302,11,2028,44,2,,2028-12-10,2029-02-04,False,2027-02-01,December,Dec
2028-12-05,303,11,2028,44,2,,2028-12-10,2029-02-04,False,2027-02-01,December,Dec
2028-12-06,304,11,2028,44,2,,2028-12-10,2029-02-04,False,2027-02-01,December,Dec
2028-12-07,305,11,2028,44,2,,2028-12-10,2029-02-04,False,2027-02-01,December,Dec
2028-12-08,306,11,2028,44,2,,2028-12-10,2029-02-04,False,2027-02-01,December,Dec
2028-12-09,307,11,2028,44,2,,2028-12-10,2029-02-04,True,2027-02-01,December,Dec
2028-12-10,308,11,2028,44,2,,2028-12-10,2029-02-04,False,2027-02-01,December,Dec
2028-12-11,309,11,2028,45,2,,2028-12-17,2029-02-04,False,2027-02-01,December,Dec
2028-12-12,310,11,2028,45,2,,2028-12-17,2029-02-04,False,2027-02-01,December,Dec
2028-12-13,311,11,2028,45,2,,2028-12-17,2029-02-04,False,2027-02-01,December,Dec
2028-12-14,312,11,2028,45,2,,2028-12-17,2029-02-04,False,2027-02-01,December,Dec
2028-12-15,313,11,2028,45,2,,2028-12-17,2029-02-04,False,2027-02-01,December,Dec
2028-12-16,314,11,2028,45,2,,2028-12-17,2029-02-04,True,2027-02-01,December,Dec
2028-12-17,315,11,2028,45,2,,2028-12-17,2029-02-04,False,2027-02-01,December,Dec
2028-12-18,316,11,2028,46,2,,2028-12-24,2029-02-04,False,2027-02-01,December,Dec
2028-12-19,317,11,2028,46,2,,2028-12-24,2029-02-04,False,2027-02-01,December,Dec
2028-12-20,318,11,2028,46,2,,2028-12-24,2029-02-04,False,2027-02-01,December,Dec
2028-12-21,319,11,2028,46,2,,2028-12-24,2029-02-04,False,2027-02-01,December,Dec
2028-12-22,320,11,2028,46,2,,2028-12-24,2029-02-04,False,2027-02-01,December,Dec
2028-12-23,321,11,2028,46,2,,2028-12-24,2029-02-04,True,2027-02-01,December,Dec
2028-12-24,322,11,2028,46,2,,2028-12-24,2029-02-04,False,2027-02-01,December,Dec
2028-12-25,323,11,2028,47,2,2028-12-31,2028-12-31,2029-02-04,False,2027-02-01,December,Dec
2028-12-26,324,11,2028,47,2,2028-12-31,2028-12-31,2029-02-04,False,2027-02-01,December,Dec
2028-12-27,325,11,2028,47,2,2028-12-31,2028-12-31,2029-02-04,False,2027-02-01,December,Dec
2028-12-28,326,11,2028,47,2,2028-12-31,2028-12-31,2029-02-04,False,2027-02-01,December,Dec
2028-12-29,327,11,2028,47,2,2028-12-31,2028-12-31,2029-02-04,False,2027-02-01,December,Dec
2028-12-30,328,11,2028,47,2,2028-12-31,2028-12-31,2029-02-04,True,2027-02-01,December,Dec
2028-12-31,329,11,2028,47,2,2028-12-31,2028-12-31,2029-02-04,False,2027-02-01,December,Dec
2029-01-01,330,12,2028,48,2,,2029-01-07,2029-02-04,False,2027-02-01,January,Jan
2029-01-02,331,12,2028,48,2,,2029-01-07,2029-02-04,False,2027-02-01,January,Jan
2029-01-03,332,12,2028,48,2,,2029-01-07,2029-02-04,False,2027-02-01,January,Jan
2029-01-04,333,12,2028,48,2,,2029-01-07,2029-02-04,False,2027-02-01,January,Jan
2029-01-05,334,12,2028,48,2,,2029-01-07,2029-02-04,False,2027-02-01,January,Jan
2029-01-06,335,12,2028,48,2,,2029-01-07,2029-02-04,True,2027-02-01,January,Jan
2029-01-07,336,12,2028,48,2,,2029-01-07,2029-02-04,False,2027-02-01,January,Jan
2029-01-08,337,12,2028,49,2,,2029-01-14,2029-02-04,False,2027-02-01,January,Jan
2029-01-09,338,12,2028,49,2,,2029-01-14,2029-02-04,False,2027-02-01,January,Jan
2029-01-10,339,12,2028,49,2,,2029-01-14,2029-02-04,False,2027-02-01,January,Jan
2029-01-11,340,12,2028,49,2,,2029-01-14,2029-02-04,False,2027-02-01,January,Jan
2029-01-12,341,12,2028,49,2,,2029-01-14,2029-02-04,False,2027-02-01,January,Jan
2029-01-13,342,12,2028,49,2,,2029-01-14,2029-02-04,True,2027-02-01,January,Jan
2029-01-14,343,12,2028,49,2,,2029-01-14,2029-02-04,False,2027-02-01,January,Jan
2029-01-15,344,12,2028,50,2,,2029-01-21,2029-02-04,False,2027-02-01,January,Jan
2029-01-16,345,12,2028,50,2,,2029-01-21,2029-02-04,False,2027-02-01,January,Jan
2029-01-17,346,12,2028,50,2,,2029-01-21,2029-02-04,False,2027-02-01,January,Jan
2029-01-18,347,12,2028,50,2,,2029-01-21,2029-02-04,False,2027-02-01,January,Jan
2029-01-19,348,12,2028,50,2,,2029-01-21,2029-02-04,False,2027-02-01,January,Jan
2029-01-20,349,12,2028,50,2,,2029-01-21,2029-02-04,True,2027-02-01,January,Jan
2029-01-21,350,12,2028,50,2,,2029-01-21,2029-02-04,False,2027-02-01,January,Jan
2029-01-22,351,12,2028,51,2,,2029-01-28,2029-02-04,False,2027-02-01,January,Jan
2029-01-23,352,12,2028,51,2,,2029-01-28,2029-02-04,False,2027-02-01,January,Jan
2029-01-24,353,12,2028,51,2,,2029-01-28,2029-02-04,False,2027-02-01,January,Jan
2029-01-25,354,12,2028,51,2,,2029-01-28,2029-02-04,False,2027-02-01,January,Jan
2029-01-26,355,12,2028,51,2,,2029-01-28,2029-02-04,False,2027-02-01,January,Jan
2029-01-27,356,12,2028,51,2,,2029-01-28,2029-02-04,True,2027-02-01,January,Jan
2029-01-28,357,12,2028,51,2,,2029-01-28,2029-02-04,False,2027-02-01,January,Jan
2029-01-29,358,12,2028,52,2,2029-02-04,2029-02-04,2029-02-04,False,2027-02-01,January,Jan
2029-01-30,359,12,2028,52,2,2029-02-04,2029-02-04,2029-02-04,False,2027-02-01,January,Jan
2029-01-31,360,12,2028,52,2,2029-02-04,2029-02-04,2029-02-04,False,2027-02-01,January,Jan
2029-02-01,361,12,2028,52,2,2029-02-04,2029-02-04,2029-02-04,False,2027-02-01,February,Feb
2029-02-02,362,12,2028,52,2,2029-02-04,2029-02-04,2029-02-04,False,2027-02-01,February,Feb
2029-02-03,363,12,2028,52,2,2029-02-04,2029-02-04,2029-02-04,True,2027-02-01,February,Feb
2029-02-04,364,12,2028,52,2,2029-02-04,2029-02-04,2029-02-04,False,2027-02-01,February,Feb
2029-02-05,1,1,2029,1,1,,2029-02-11,2029-08-05,False,2028-02-07,February,Feb
2029-02-06,2,1,2029,1,1,,2029-02-11,2029-08-05,False,2028-02-07,February,Feb
2029-02-07,3,1,2029,1,1,,2029-02-11,2029-08-05,False,2028-02-07,February,Feb
2029-02-08,4,1,2029,1,1,,2029-02-11,2029-08-05,False,2028-02-07,February,Feb
2029-02-09,5,1,2029,1,1,,2029-02-11,2029-08-05,False,2028-02-07,February,Feb
2029-02-10,6,1,2029,1,1,,2029-02-11,2029-08-05,True,2028-02-07,February,Feb
2029-02-11,7,1,2029,1,1,,2029-02-11,2029-08-05,False,2028-02-07,February,Feb
2029-02-12,8,1,2029,2,1,,2029-02-18,2029-08-05,False,2028-02-07,February,Feb
2029-02-13,9,1,2029,2,1,,2029-02-18,2029-08-05,False,2028-02-07,February,Feb
2029-02-14,10,1,2029,2,1,,2029-02-18,2029-08-05,False,2028-02-07,February,Feb
2029-02-15,11,1,2029,2,1,,2029-02-18,2029-08-05,False,2028-02-07,February,Feb
2029-02-16,12,1,2029,2,1,,2029-02-18,2029-08-05,False,2028-02-07,February,Feb
2029-02-17,13,1,2029,2,1,,2029-02-18,2029-08-05,True,2028-02-07,February,Feb
2029-02-18,14,1,2029,2,1,,2029-02-18,2029-08-05,False,2028-02-07,February,Feb
2029-02-19,15,1,2029,3,1,,2029-02-25,2029-08-05,False,2028-02-07,February,Feb
2029-02-20,16,1,2029,3,1,,2029-02-25,2029-08-05,False,2028-02-07,February,Feb
2029-02-21,17,1,2029,3,1,,2029-02-25,2029-08-05,False,2028-02-07,February,Feb
2029-02-22,18,1,2029,3,1,,2029-02-25,2029-08-05,False,2028-02-07,February,Feb
2029-02-23,19,1,2029,3,1,,2029-02-25,2029-08-05,False,2028-02-07,February,Feb
2029-02-24,20,1,2029,3,1,,2029-02-25,2029-08-05,True,2028-02-07,February,Feb
2029-02-25,21,1,2029,3,1,,2029-02-25,2029-08-05,False,2028-02-07,February,Feb
2029-02-26,22,1,2029,4,1,2029-03-04,2029-03-04,2029-08-05,False,2028-02-07,February,Feb
2029-02-27,23,1,2029,4,1,2029-03-04,2029-03-04,2029-08-05,False,2028-02-07,February,Feb
2029-02-28,24,1,2029,4,1,2029-03-04,2029-03-04,2029-08-05,False,2028-02-07,February,Feb
2029-03-01,25,1,2029,4,1,2029-03-04,2029-03-04,2029-08-05,False,2028-02-07,March,Mar
2029-03-02,26,1,2029,4,1,2029-03-04,2029-03-04,2029-08-05,False,2028-02-07,March,Mar
2029-03-03,27,1,2029,4,1,2029-03-04,2029-03-04,2029-08-05,True,2028-02-07,March,Mar
2029-03-04,28,1,2029,4,1,2029-03-04,2029-03-04,2029-08-05,False,2028-02-07,March,Mar
2029-03-05,29,2,2029,5,1,,2029-03-11,2029-08-05,False,2028-02-07,March,Mar
2029-03-06,30,2,2029,5,1,,2029-03-11,2029-08-05,False,2028-02-07,March,Mar
2029-03-07,31,2,2029,5,1,,2029-03-11,2029-08-05,False,2028-02-07,March,Mar
2029-03-08,32,2,2029,5,1,,2029-03-11,2029-08-05,False,2028-02-07,March,Mar
2029-03-09,33,2,2029,5,1,,2029-03-11,2029-08-05,False,2028-02-07,March,Mar
2029-03-10,34,2,2029,5,1,,2029-03-11,2029-08-05,True,2028-02-07,March,Mar
2029-03-11,35,2,2029,5,1,,2029-03-11,2029-08-05,False,2028-02-07,March,Mar
2029-03-12,36,2,2029,6,1,,2029-03-18,2029-08-05,False,2028-02-07,March,Mar
2029-03-13,37,2,2029,6,1,,2029-03-18,2029-08-05,False,2028-02-07,March,Mar
2029-03-14,38,2,2029,6,1,,2029-03-18,2029-08-05,False,2028-02-07,March,Mar
2029-03-15,39,2,2029,6,1,,2029-03-18,2029-08-05,False,2028-02-07,March,Mar
2029-03-16,40,2,2029,6,1,,2029-03-18,2029-08-05,False,2028-02-07,March,Mar
2029-03-17,41,2,2029,6,1,,2029-03-18,2029-08-05,True,2028-02-07,March,Mar
2029-03-18,42,2,2029,6,1,,2029-03-18,2029-08-05,False,2028-02-07,March,Mar
2029-03-19,43,2,2029,7,1,,2029-03-25,2029-08-05,False,2028-02-07,March,Mar
2029-03-20,44,2,2029,7,1,,2029-03-25,2029-08-05,False,2028-02-07,March,Mar
2029-03-21,45,2,2029,7,1,,2029-03-25,2029-08-05,False,2028-02-07,March,Mar
2029-03-22,46,2,2029,7,1,,2029-03-25,2029-08-05,False,2028-02-07,March,Mar
2029-03-23,47,2,2029,7,1,,2029-03-25,2029-08-05,False,2028-02-07,March,Mar
2029-03-24,48,2,2029,7,1,,2029-03-25,2029-08-05,True,2028-02-07,March,Mar
2029-03-25,49,2,2029,7,1,,2029-03-25,2029-08-05,False,2028-02-07,March,Mar
2029-03-26,50,2,2029,8,1,2029-04-01,2029-04-01,2029-08-05,False,2028-02-07,March,Mar
2029-03-27,51,2,2029,8,1,2029-04-01,2029-04-01,2029-08-05,False,2028-02-07,March,Mar
2029-03-28,52,2,2029,8,1,2029-04-01,2029-04-01,2029-08-05,False,2028-02-07,March,Mar
2029-03-29,53,2,2029,8,1,2029-04-01,2029-04-01,2029-08-05,False,2028-02-07,March,Mar
2029-03-30,54,2,2029,8,1,2029-04-01,2029-04-01,2029-08-05,False,2028-02-07,March,Mar
2029-03-31,55,2,2029,8,1,2029-04-01,2029-04-01,2029-08-05,True,2028-02-07,March,Mar
2029-04-01,56,2,2029,8,1,2029-04-01,2029-04-01,2029-08-05,False,2028-02-07,April,Apr
2029-04-02,57,3,2029,9,1,,2029-04-08,2029-08-05,False,2028-02-07,April,Apr
2029-04-03,58,3,2029,9,1,,2029-04-08,2029-08-05,False,2028-02-07,April,Apr
2029-04-04,59,3,2029,9,1,,2029-04-08,2029-08-05,False,2028-02-07,April,Apr
2029-04-05,60,3,2029,9,1,,2029-04-08,2029-08-05,False,2028-02-07,April,Apr
2029-04-06,61,3,2029,9,1,,2029-04-08,2029-08-05,False,2028-02-07,April,Apr
2029-04-07,62,3,2029,9,1,,2029-04-08,2029-08-05,True,2028-02-07,April,Apr
2029-04-08,63,3,2029,9,1,,2029-04-08,2029-08-05,False,2028-02-07,April,Apr
2029-04-09,64,3,2029,10,1,,2029-04-15,2029-08-05,False,2028-02-07,April,Apr
2029-04-10,65,3,2029,10,1,,2029-04-15,2029-08-05,False,2028-02-07,April,Apr
2029-04-11,66,3,2029,10,1,,2029-04-15,2029-08-05,False,2028-02-07,April,Apr
2029-04-12,67,3,2029,10,1,,2029-04-15,2029-08-05,False,2028-02-07,April,Apr
2029-04-13,68,3,2029,10,1,,2029-04-15,2029-08-05,False,2028-02-07,April,Apr
2029-04-14,69,3,2029,10,1,,2029-04-15,2029-08-05,True,2028-02-07,April,Apr
2029-04-15,70,3,2029,10,1,,2029-04-15,2029-08-05,False,2028-02-07,April,Apr
2029-04-16,71,3,2029,11,1,,2029-04-22,2029-08-05,False,2028-02-07,April,Apr
2029-04-17,72,3,2029,11,1,,2029-04-22,2029-08-05,False,2028-02-07,April,Apr
2029-04-18,73,3,2029,11,1,,2029-04-22,2029-08-05,False,2028-02-07,April,Apr
2029-04-19,74,3,2029,11,1,,2029-04-22,2029-08-05,False,2028-02-07,April,Apr
2029-04-20,75,3,2029,11,1,,2029-04-22,2029-08-05,False,2028-02-07,April,Apr
2029-04-21,76,3,2029,11,1,,2029-04-22,2029-08-05,True,2028-02-07,April,Apr
2029-04-22,77,3,2029,11,1,,2029-04-22,2029-08-05,False,2028-02-07,April,Apr
2029-04-23,78,3,2029,12,1,,2029-04-29,2029-08-05,False,2028-02-07,April,Apr
2029-04-24,79,3,2029,12,1,,2029-04-29,2029-08-05,False,2028-02-07,April,Apr
2029-04-25,80,3,2029,12,1,,2029-04-29,2029-08-05,False,2028-02-07,April,Apr
2029-04-26,81,3,2029,12,1,,2029-04-29,2029-08-05,False,2028-02-07,April,Apr
2029-04-27,82,3,2029,12,1,,2029-04-29,2029-08-05,False,2028-02-07,April,Apr
2029-04-28,83,3,2029,12,1,,2029-04-29,2029-08-05,True,2028-02-07,April,Apr
